Linac Beam 
1.2438088837e+01 2.7136322902e+00 2.7134787084e+00 
1.2452042325e+01 2.7136322902e+00 2.7134787084e+00 
1.2465995813e+01 2.7136322902e+00 2.7134787084e+00 
1.2479949302e+01 2.7136322902e+00 2.7134787084e+00 
1.2493902790e+01 2.7136322902e+00 2.7134787084e+00 
1.2507856278e+01 2.7136322902e+00 2.7134787084e+00 
1.2521809766e+01 2.7136322902e+00 2.7134787084e+00 
1.2535763255e+01 2.7136322902e+00 2.7134787084e+00 
1.2542740000e+01 2.7136322902e+00 2.7134787084e+00 
1.2623340000e+01 2.7136322902e+00 2.7134787084e+00 
1.2635840000e+01 2.7135880762e+00 2.7134344450e+00 
1.2648340000e+01 2.7131440021e+00 2.7129902255e+00 
1.2660840001e+01 2.7100942319e+00 2.7099405544e+00 
1.2673340001e+01 2.6960580870e+00 2.6959104793e+00 
1.2685840001e+01 2.6692985419e+00 2.6691883165e+00 
1.2698340001e+01 2.6815251666e+00 2.6814894509e+00 
1.2710840001e+01 2.7597790096e+00 2.7598092624e+00 
1.2723340002e+01 2.8566762078e+00 2.8567313148e+00 
1.2735840002e+01 2.9019919715e+00 2.9020432250e+00 
1.2748340002e+01 2.9085827173e+00 2.9086309890e+00 
1.2760840002e+01 2.9065116829e+00 2.9065664801e+00 
1.2773340002e+01 2.9219375227e+00 2.9220234602e+00 
1.2785840003e+01 3.0006026431e+00 3.0007353201e+00 
1.2798340003e+01 3.1256502122e+00 3.1258022344e+00 
1.2810840003e+01 3.2347320460e+00 3.2348669308e+00 
1.2823340003e+01 3.2775201344e+00 3.2776321811e+00 
1.2835840003e+01 3.2822903497e+00 3.2823946562e+00 
1.2848340003e+01 3.2818749456e+00 3.2819778492e+00 
1.2860840004e+01 3.2816131789e+00 3.2817158999e+00 
1.2873340000e+01 3.2815394864e+00 3.2816421914e+00 
1.2928540000e+01 3.2815394864e+00 3.2816421914e+00 
1.2943080817e+01 3.2815394864e+00 3.2816421914e+00 
1.2957621633e+01 3.2815394864e+00 3.2816421914e+00 
1.2972162450e+01 3.2815394864e+00 3.2816421914e+00 
1.2986703267e+01 3.2815394864e+00 3.2816421914e+00 
1.3001244083e+01 3.2815394864e+00 3.2816421914e+00 
1.3015784900e+01 3.2815394864e+00 3.2816421914e+00 
1.3030325717e+01 3.2815394864e+00 3.2816421914e+00 
1.3044866533e+01 3.2815394864e+00 3.2816421914e+00 
1.3059407350e+01 3.2815394864e+00 3.2816421914e+00 
1.3073948167e+01 3.2815394864e+00 3.2816421914e+00 
1.3088488983e+01 3.2815394864e+00 3.2816421914e+00 
1.3103029800e+01 3.2815394864e+00 3.2816421914e+00 
1.3117570617e+01 3.2815394864e+00 3.2816421914e+00 
1.3132111433e+01 3.2815394864e+00 3.2816421914e+00 
1.3146652250e+01 3.2815394864e+00 3.2816421914e+00 
1.3161193067e+01 3.2815394864e+00 3.2816421914e+00 
1.3175733883e+01 3.2815394864e+00 3.2816421914e+00 
1.3190274700e+01 3.2815394864e+00 3.2816421914e+00 
1.3204815517e+01 3.2815394864e+00 3.2816421914e+00 
1.3219356333e+01 3.2815394864e+00 3.2816421914e+00 
1.3228540000e+01 3.2815394864e+00 3.2816421914e+00 
1.3309140000e+01 3.2815394864e+00 3.2816421914e+00 
1.3322859512e+01 3.2813607210e+00 3.2814634019e+00 
1.3336579024e+01 3.2801423532e+00 3.2802450638e+00 
1.3350298537e+01 3.2736550683e+00 3.2737590984e+00 
1.3364018049e+01 3.2589236266e+00 3.2590396068e+00 
1.3377737561e+01 3.2984386892e+00 3.2985909750e+00 
1.3391457073e+01 3.4586771477e+00 3.4588645927e+00 
1.3405176585e+01 3.6636752267e+00 3.6638735541e+00 
1.3418896097e+01 3.7723943622e+00 3.7725882101e+00 
1.3432615609e+01 3.7891964208e+00 3.7893880994e+00 
1.3446335122e+01 3.7868712347e+00 3.7870654435e+00 
1.3460054634e+01 3.8181339793e+00 3.8183416672e+00 
1.3473774146e+01 3.9662310396e+00 3.9664570535e+00 
1.3487493658e+01 4.1897115243e+00 4.1899445077e+00 
1.3501213170e+01 4.3638008071e+00 4.3640294978e+00 
1.3514932682e+01 4.4143588271e+00 4.4145845162e+00 
1.3528652194e+01 4.4191071619e+00 4.4193322027e+00 
1.3542371707e+01 4.4190558589e+00 4.4192807917e+00 
1.3556091219e+01 4.4189411985e+00 4.4191661157e+00 
1.3559140000e+01 4.4189284871e+00 4.4191534033e+00 
1.3614340000e+01 4.4189284871e+00 4.4191534033e+00 
1.3630316332e+01 4.4189284871e+00 4.4191534033e+00 
1.3646292664e+01 4.4189284871e+00 4.4191534033e+00 
1.3662268996e+01 4.4189284871e+00 4.4191534033e+00 
1.3678245329e+01 4.4189284871e+00 4.4191534033e+00 
1.3694221661e+01 4.4189284871e+00 4.4191534033e+00 
1.3710197993e+01 4.4189284871e+00 4.4191534033e+00 
1.3726174325e+01 4.4189284871e+00 4.4191534033e+00 
1.3742150657e+01 4.4189284871e+00 4.4191534033e+00 
1.3758126989e+01 4.4189284871e+00 4.4191534033e+00 
1.3774103321e+01 4.4189284871e+00 4.4191534033e+00 
1.3790079653e+01 4.4189284871e+00 4.4191534033e+00 
1.3806055986e+01 4.4189284871e+00 4.4191534033e+00 
1.3822032318e+01 4.4189284871e+00 4.4191534033e+00 
1.3838008650e+01 4.4189284871e+00 4.4191534033e+00 
1.3853984982e+01 4.4189284871e+00 4.4191534033e+00 
1.3869961314e+01 4.4189284871e+00 4.4191534033e+00 
1.3885937646e+01 4.4189284871e+00 4.4191534033e+00 
1.3901913978e+01 4.4189284871e+00 4.4191534033e+00 
1.3914340000e+01 4.4189284871e+00 4.4191534033e+00 
1.3994940000e+01 4.4189284871e+00 4.4191534033e+00 
1.4009124397e+01 4.4186517160e+00 4.4188765681e+00 
1.4023308794e+01 4.4174376186e+00 4.4176617667e+00 
1.4037493190e+01 4.4155059548e+00 4.4157240784e+00 
1.4051677587e+01 4.4497485031e+00 4.4499322146e+00 
1.4065861984e+01 4.6464926190e+00 4.6466016290e+00 
1.4080046380e+01 4.9764488720e+00 4.9765169638e+00 
1.4094230777e+01 5.2631057159e+00 5.2631909961e+00 
1.4108415174e+01 5.3627419083e+00 5.3628556509e+00 
1.4122599571e+01 5.3707388780e+00 5.3708576052e+00 
1.4136783967e+01 5.3734755150e+00 5.3735725503e+00 
1.4150968364e+01 5.4685845799e+00 5.4686013206e+00 
1.4165152761e+01 5.7279751798e+00 5.7279008200e+00 
1.4179337157e+01 6.0423928209e+00 6.0422812284e+00 
1.4193521554e+01 6.2236434557e+00 6.2235425759e+00 
1.4207705951e+01 6.2592174675e+00 6.2591271066e+00 
1.4221890348e+01 6.2625593189e+00 6.2624711332e+00 
1.4236074744e+01 6.2627059547e+00 6.2626180843e+00 
1.4244940000e+01 6.2626871768e+00 6.2625993449e+00 
1.4300140000e+01 6.2626871768e+00 6.2625993449e+00 
1.4316923217e+01 6.2626871768e+00 6.2625993449e+00 
1.4333706434e+01 6.2626871768e+00 6.2625993449e+00 
1.4350489651e+01 6.2626871768e+00 6.2625993449e+00 
1.4367272868e+01 6.2626871768e+00 6.2625993449e+00 
1.4384056085e+01 6.2626871768e+00 6.2625993449e+00 
1.4400839302e+01 6.2626871768e+00 6.2625993449e+00 
1.4417622519e+01 6.2626871768e+00 6.2625993449e+00 
1.4434405736e+01 6.2626871768e+00 6.2625993449e+00 
1.4451188953e+01 6.2626871768e+00 6.2625993449e+00 
1.4467972170e+01 6.2626871768e+00 6.2625993449e+00 
1.4484755387e+01 6.2626871768e+00 6.2625993449e+00 
1.4501538604e+01 6.2626871768e+00 6.2625993449e+00 
1.4518321821e+01 6.2626871768e+00 6.2625993449e+00 
1.4535105038e+01 6.2626871768e+00 6.2625993449e+00 
1.4551888255e+01 6.2626871768e+00 6.2625993449e+00 
1.4568671472e+01 6.2626871768e+00 6.2625993449e+00 
1.4585454689e+01 6.2626871768e+00 6.2625993449e+00 
1.4600140000e+01 6.2626871768e+00 6.2625993449e+00 
1.4680740000e+01 6.2626871768e+00 6.2625993449e+00 
1.4696496304e+01 6.2625217150e+00 6.2624337619e+00 
1.4712252607e+01 6.2626130034e+00 6.2625240414e+00 
1.4728008910e+01 6.2768988882e+00 6.2768028132e+00 
1.4743765214e+01 6.4160352115e+00 6.4159080483e+00 
1.4759521517e+01 6.7497660867e+00 6.7496131214e+00 
1.4775277821e+01 7.0861076613e+00 7.0859725748e+00 
1.4791034124e+01 7.2312789868e+00 7.2311737590e+00 
1.4806790428e+01 7.2453368282e+00 7.2452386030e+00 
1.4822546731e+01 7.2472453356e+00 7.2471326551e+00 
1.4838303035e+01 7.3441642834e+00 7.3439909705e+00 
1.4854059338e+01 7.6085676426e+00 7.6083254130e+00 
1.4869815641e+01 7.9041061601e+00 7.9038328919e+00 
1.4885571945e+01 8.0243390116e+00 8.0240693801e+00 
1.4901328248e+01 8.0397725120e+00 8.0395059134e+00 
1.4917084552e+01 8.0409640422e+00 8.0406978843e+00 
1.4930740000e+01 8.0410259954e+00 8.0407598893e+00 
1.4985940000e+01 8.0410259954e+00 8.0407598893e+00 
1.5003797144e+01 8.0410259954e+00 8.0407598893e+00 
1.5021654287e+01 8.0410259954e+00 8.0407598893e+00 
1.5039511431e+01 8.0410259954e+00 8.0407598893e+00 
1.5057368575e+01 8.0410259954e+00 8.0407598893e+00 
1.5075225718e+01 8.0410259954e+00 8.0407598893e+00 
1.5093082862e+01 8.0410259954e+00 8.0407598893e+00 
1.5110940006e+01 8.0410259954e+00 8.0407598893e+00 
1.5128797149e+01 8.0410259954e+00 8.0407598893e+00 
1.5146654293e+01 8.0410259954e+00 8.0407598893e+00 
1.5164511437e+01 8.0410259954e+00 8.0407598893e+00 
1.5182368580e+01 8.0410259954e+00 8.0407598893e+00 
1.5200225724e+01 8.0410259954e+00 8.0407598893e+00 
1.5218082868e+01 8.0410259954e+00 8.0407598893e+00 
1.5235940011e+01 8.0410259954e+00 8.0407598893e+00 
1.5253797155e+01 8.0410259954e+00 8.0407598893e+00 
1.5271654299e+01 8.0410259954e+00 8.0407598893e+00 
1.5285940000e+01 8.0410259954e+00 8.0407598893e+00 
1.5366540000e+01 8.0410259954e+00 8.0407598893e+00 
1.5383206668e+01 8.0410024250e+00 8.0407362950e+00 
1.5399873335e+01 8.0428261815e+00 8.0425600376e+00 
1.5416540003e+01 8.0778563632e+00 8.0775912136e+00 
1.5433206670e+01 8.3075578195e+00 8.3072895461e+00 
1.5449873338e+01 8.7053405780e+00 8.7050697770e+00 
1.5466540005e+01 9.0120168842e+00 9.0117451005e+00 
1.5483206673e+01 9.0894659413e+00 9.0891964730e+00 
1.5499873340e+01 9.0903474040e+00 9.0900780253e+00 
1.5516540008e+01 9.1181245657e+00 9.1178559436e+00 
1.5533206675e+01 9.3109974335e+00 9.3107302416e+00 
1.5549873343e+01 9.6277132239e+00 9.6274473149e+00 
1.5566540011e+01 9.8289449023e+00 9.8286804968e+00 
1.5583206678e+01 9.8633548522e+00 9.8630922981e+00 
1.5599873346e+01 9.8662614058e+00 9.8659990132e+00 
1.5616540000e+01 9.8664617812e+00 9.8661993942e+00 
1.5671740000e+01 9.8664617812e+00 9.8661993942e+00 
1.5691476841e+01 9.8664617812e+00 9.8661993942e+00 
1.5711213683e+01 9.8664617812e+00 9.8661993942e+00 
1.5730950524e+01 9.8664617812e+00 9.8661993942e+00 
1.5750687365e+01 9.8664617812e+00 9.8661993942e+00 
1.5770424207e+01 9.8664617812e+00 9.8661993942e+00 
1.5790161048e+01 9.8664617812e+00 9.8661993942e+00 
1.5809897889e+01 9.8664617812e+00 9.8661993942e+00 
1.5829634731e+01 9.8664617812e+00 9.8661993942e+00 
1.5849371572e+01 9.8664617812e+00 9.8661993942e+00 
1.5869108413e+01 9.8664617812e+00 9.8661993942e+00 
1.5888845255e+01 9.8664617812e+00 9.8661993942e+00 
1.5908582096e+01 9.8664617812e+00 9.8661993942e+00 
1.5928318937e+01 9.8664617812e+00 9.8661993942e+00 
1.5948055779e+01 9.8664617812e+00 9.8661993942e+00 
1.5967792620e+01 9.8664617812e+00 9.8661993942e+00 
1.5971740000e+01 9.8664617812e+00 9.8661993942e+00 
1.6052340000e+01 9.8664617812e+00 9.8661993942e+00 
1.6069445263e+01 9.8664947846e+00 9.8662324876e+00 
1.6086550526e+01 9.8690273290e+00 9.8687660134e+00 
1.6103655788e+01 9.9133758464e+00 9.9131224433e+00 
1.6120761051e+01 1.0174100686e+01 1.0173863115e+01 
1.6137866314e+01 1.0586622553e+01 1.0586379631e+01 
1.6154971576e+01 1.0879993234e+01 1.0879722907e+01 
1.6172076839e+01 1.0940622953e+01 1.0940341634e+01 
1.6189182102e+01 1.0935178854e+01 1.0934902213e+01 
1.6206287365e+01 1.0949239786e+01 1.0949007580e+01 
1.6223392627e+01 1.1110928207e+01 1.1110776128e+01 
1.6240497890e+01 1.1370185794e+01 1.1370091362e+01 
1.6257603153e+01 1.1494929415e+01 1.1494849385e+01 
1.6274708416e+01 1.1511478657e+01 1.1511399356e+01 
1.6291813678e+01 1.1512869074e+01 1.1512789715e+01 
1.6302340000e+01 1.1512969493e+01 1.1512890120e+01 
1.6357540000e+01 1.1512969493e+01 1.1512890120e+01 
1.6527352000e+01 1.1512969493e+01 1.1512890120e+01 
1.6623008000e+01 1.1512969493e+01 1.1512890120e+01 
1.6668008000e+01 1.1512969493e+01 1.1512890120e+01 
1.6713008000e+01 1.1512969493e+01 1.1512890120e+01 
1.6798008000e+01 1.1512969493e+01 1.1512890120e+01 
1.6873008000e+01 1.1512969493e+01 1.1512890120e+01 
1.7073008000e+01 1.1512969493e+01 1.1512890120e+01 
1.7108008000e+01 1.1512969493e+01 1.1512890120e+01 
1.7224508000e+01 1.1512969493e+01 1.1512890120e+01 
1.7224508000e+01 1.1512969493e+01 1.1512890120e+01 
1.7224508000e+01 1.1512969493e+01 1.1512890120e+01 
1.7239508000e+01 1.1512969493e+01 1.1512890120e+01 
1.7299508000e+01 1.1512969493e+01 1.1512890120e+01 
