Exx' Eyy' Et Ezz' 
1.4065861984e+01 2.1004623763e-01 2.1015025903e-01 2.0995740135e-01 3.3993012962e-01 
1.4080046380e+01 2.1003784851e-01 2.1014186590e-01 2.0994901584e-01 3.3991656949e-01 
1.4094230777e+01 2.1003189707e-01 2.1013591271e-01 2.0994306748e-01 3.3990696009e-01 
1.4108415174e+01 2.1003163855e-01 2.1013565749e-01 2.0994281067e-01 3.3990652482e-01 
1.4122599571e+01 2.1003186332e-01 2.1013588416e-01 2.0994303618e-01 3.3990688215e-01 
1.4136783967e+01 2.1003216499e-01 2.1013618977e-01 2.0994333948e-01 3.3990736524e-01 
1.4150968364e+01 2.1003184536e-01 2.1013587663e-01 2.0994302309e-01 3.3990684541e-01 
1.4165152761e+01 2.1002789599e-01 2.1013192737e-01 2.0993907638e-01 3.3990046776e-01 
1.4179337157e+01 2.1002254903e-01 2.1012657780e-01 2.0993373171e-01 3.3989183644e-01 
1.4193521554e+01 2.1002094119e-01 2.1012497053e-01 2.0993212519e-01 3.3988923306e-01 
1.4207705951e+01 2.1002122589e-01 2.1012525671e-01 2.0993241040e-01 3.3988967736e-01 
1.4221890348e+01 2.1002128369e-01 2.1012531484e-01 2.0993246832e-01 3.3988976859e-01 
1.4236074744e+01 2.1002128880e-01 2.1012532000e-01 2.0993247345e-01 3.3988977672e-01 
1.4244940000e+01 2.1002128885e-01 2.1012532005e-01 2.0993247350e-01 3.3988977681e-01 
1.4300140000e+01 2.1002128885e-01 2.1012532005e-01 2.0993247350e-01 3.3988977681e-01 
1.4316923217e+01 2.1028161989e-01 2.1013502800e-01 2.0993247350e-01 3.3988977681e-01 
1.4333706434e+01 2.1292960152e-01 2.1199864749e-01 2.0993247350e-01 3.3988977681e-01 
1.4350489651e+01 2.3778600948e-01 2.3465601191e-01 2.0993247349e-01 3.3988977681e-01 
1.4367272868e+01 4.0503273647e-01 3.9885641404e-01 2.0993247348e-01 3.3988977681e-01 
1.4384056085e+01 9.2232227150e-01 9.1473919717e-01 2.0993247347e-01 3.3988977681e-01 
1.4400839302e+01 1.4999176358e+00 1.4913468520e+00 2.0993247356e-01 3.3988977681e-01 
1.4417622519e+01 1.7988130738e+00 1.7891717032e+00 2.0993247389e-01 3.3988977681e-01 
1.4434405736e+01 1.9282527894e+00 1.9175414927e+00 2.0993247438e-01 3.3988977681e-01 
1.4451188953e+01 1.9691083940e+00 1.9574007053e+00 2.0993247495e-01 3.3988977681e-01 
1.4467972170e+01 1.9357789674e+00 1.9231941471e+00 2.0993247550e-01 3.3988977681e-01 
1.4484755387e+01 1.7977083306e+00 1.7844025015e+00 2.0993247597e-01 3.3988977681e-01 
1.4501538604e+01 1.4421937123e+00 1.4283823631e+00 2.0993247627e-01 3.3988977681e-01 
1.4518321821e+01 8.0719152298e-01 7.9337106806e-01 2.0993247637e-01 3.3988977681e-01 
1.4535105038e+01 3.5415926784e-01 3.4259825914e-01 2.0993247639e-01 3.3988977681e-01 
1.4551888255e+01 2.3040167262e-01 2.2484211746e-01 2.0993247640e-01 3.3988977681e-01 
1.4568671472e+01 2.1255595019e-01 2.1086868906e-01 2.0993247640e-01 3.3988977681e-01 
1.4585454689e+01 2.1037895454e-01 2.1009015459e-01 2.0993247640e-01 3.3988977681e-01 
1.4600140000e+01 2.1010369041e-01 2.1021524014e-01 2.0993247640e-01 3.3988977681e-01 
1.4680740000e+01 2.1010369041e-01 2.1021524014e-01 2.0993247640e-01 3.3988977681e-01 
1.4696496304e+01 2.1010368980e-01 2.1021523953e-01 2.0993247579e-01 3.3988977583e-01 
1.4712252607e+01 2.1010371294e-01 2.1021526270e-01 2.0993249892e-01 3.3988981321e-01 
1.4728008910e+01 2.1010403048e-01 2.1021558051e-01 2.0993281624e-01 3.3989032549e-01 
1.4743765214e+01 2.1010337675e-01 2.1021492673e-01 2.0993216316e-01 3.3988926689e-01 
1.4759521517e+01 2.1009813507e-01 2.1020968233e-01 2.0992692578e-01 3.3988078947e-01 
1.4775277821e+01 2.1009327082e-01 2.1020481562e-01 2.0992206555e-01 3.3987292190e-01 
1.4791034124e+01 2.1009267026e-01 2.1020421524e-01 2.0992146571e-01 3.3987195042e-01 
1.4806790428e+01 2.1009295401e-01 2.1020449942e-01 2.0992174937e-01 3.3987240941e-01 
1.4822546731e+01 2.1009322332e-01 2.1020476938e-01 2.0992201871e-01 3.3987284552e-01 
1.4838303035e+01 2.1009310121e-01 2.1020464810e-01 2.0992189714e-01 3.3987264867e-01 
1.4854059338e+01 2.1009049915e-01 2.1020204477e-01 2.0991929726e-01 3.3986843876e-01 
1.4869815641e+01 2.1008723244e-01 2.1019877621e-01 2.0991603315e-01 3.3986315271e-01 
1.4885571945e+01 2.1008706665e-01 2.1019861052e-01 2.0991586759e-01 3.3986288622e-01 
1.4901328248e+01 2.1008725907e-01 2.1019880316e-01 2.0991605991e-01 3.3986319847e-01 
1.4917084552e+01 2.1008727937e-01 2.1019882348e-01 2.0991608020e-01 3.3986323142e-01 
1.4930740000e+01 2.1008728075e-01 2.1019882487e-01 2.0991608158e-01 3.3986323366e-01 
1.4985940000e+01 2.1008728075e-01 2.1019882487e-01 2.0991608158e-01 3.3986323366e-01 
1.5003797144e+01 2.1061102308e-01 2.1000902520e-01 2.0991608158e-01 3.3986323366e-01 
1.5021654287e+01 2.1462985040e-01 2.1171282719e-01 2.0991608158e-01 3.3986323366e-01 
1.5039511431e+01 2.5064993007e-01 2.4128080052e-01 2.0991608157e-01 3.3986323366e-01 
1.5057368575e+01 4.7933555733e-01 4.6268533053e-01 2.0991608154e-01 3.3986323366e-01 
1.5075225718e+01 1.0510146227e+00 1.0316576961e+00 2.0991608150e-01 3.3986323366e-01 
1.5093082862e+01 1.5077040578e+00 1.4862615211e+00 2.0991608159e-01 3.3986323366e-01 
1.5110940006e+01 1.7021466244e+00 1.6785184709e+00 2.0991608185e-01 3.3986323366e-01 
1.5128797149e+01 1.7731695273e+00 1.7474392974e+00 2.0991608221e-01 3.3986323366e-01 
1.5146654293e+01 1.7695479637e+00 1.7419231566e+00 2.0991608259e-01 3.3986323366e-01 
1.5164511437e+01 1.6818477292e+00 1.6526258625e+00 2.0991608294e-01 3.3986323366e-01 
1.5182368580e+01 1.4272345497e+00 1.3968462523e+00 2.0991608320e-01 3.3986323366e-01 
1.5200225724e+01 8.7259808583e-01 8.4203917386e-01 2.0991608334e-01 3.3986323366e-01 
1.5218082868e+01 3.7858221557e-01 3.5258218641e-01 2.0991608340e-01 3.3986323366e-01 
1.5235940011e+01 2.3445619501e-01 2.2218761860e-01 2.0991608342e-01 3.3986323366e-01 
1.5253797155e+01 2.1370198652e-01 2.1016169340e-01 2.0991608342e-01 3.3986323366e-01 
1.5271654299e+01 2.1091544350e-01 2.1028374977e-01 2.0991608343e-01 3.3986323366e-01 
1.5285940000e+01 2.1049597710e-01 2.1058738661e-01 2.0991608343e-01 3.3986323366e-01 
1.5366540000e+01 2.1049597710e-01 2.1058738661e-01 2.0991608343e-01 3.3986323366e-01 
1.5383206668e+01 2.1049597908e-01 2.1058738860e-01 2.0991608541e-01 3.3986323687e-01 
1.5399873335e+01 2.1049603091e-01 2.1058744045e-01 2.0991613710e-01 3.3986332049e-01 
1.5416540003e+01 2.1049650544e-01 2.1058791495e-01 2.0991661025e-01 3.3986408502e-01 
1.5433206670e+01 2.1049478286e-01 2.1058619069e-01 2.0991489202e-01 3.3986130294e-01 
1.5449873338e+01 2.1048991840e-01 2.1058132388e-01 2.0991004085e-01 3.3985345143e-01 
1.5466540005e+01 2.1048703675e-01 2.1057844127e-01 2.0990716733e-01 3.3984880382e-01 
1.5483206673e+01 2.1048740270e-01 2.1057880739e-01 2.0990753236e-01 3.3984939230e-01 
1.5499873340e+01 2.1048756564e-01 2.1057897016e-01 2.0990769478e-01 3.3984965497e-01 
1.5516540008e+01 2.1048799138e-01 2.1057939474e-01 2.0990811883e-01 3.3985034016e-01 
1.5533206675e+01 2.1048695701e-01 2.1057835903e-01 2.0990708695e-01 3.3984867284e-01 
1.5549873343e+01 2.1048420765e-01 2.1057560904e-01 2.0990434542e-01 3.3984424122e-01 
1.5566540011e+01 2.1048319258e-01 2.1057459467e-01 2.0990333367e-01 3.3984260287e-01 
1.5583206678e+01 2.1048352368e-01 2.1057492606e-01 2.0990366394e-01 3.3984313128e-01 
1.5599873346e+01 2.1048356634e-01 2.1057496872e-01 2.0990370647e-01 3.3984319940e-01 
1.5616540000e+01 2.1048356074e-01 2.1057496312e-01 2.0990370089e-01 3.3984319031e-01 
1.5671740000e+01 2.1048356074e-01 2.1057496312e-01 2.0990370089e-01 3.3984319031e-01 
1.5691476841e+01 2.1191011567e-01 2.1007952333e-01 2.0990370089e-01 3.3984319031e-01 
1.5711213683e+01 2.2466217699e-01 2.1611628879e-01 2.0990370089e-01 3.3984319031e-01 
1.5730950524e+01 3.4524213136e-01 3.2252217426e-01 2.0990370087e-01 3.3984319031e-01 
1.5750687365e+01 9.2727766077e-01 8.9794421647e-01 2.0990370081e-01 3.3984319031e-01 
1.5770424207e+01 1.7939991243e+00 1.7618143377e+00 2.0990370094e-01 3.3984319031e-01 
1.5790161048e+01 2.2071332587e+00 2.1718332153e+00 2.0990370181e-01 3.3984319031e-01 
1.5809897889e+01 2.3354703451e+00 2.2972592496e+00 2.0990370320e-01 3.3984319031e-01 
1.5829634731e+01 2.3237383004e+00 2.2831640911e+00 2.0990370476e-01 3.3984319031e-01 
1.5849371572e+01 2.1781117022e+00 2.1358836500e+00 2.0990370619e-01 3.3984319031e-01 
1.5869108413e+01 1.7768273691e+00 1.7337752827e+00 2.0990370719e-01 3.3984319031e-01 
1.5888845255e+01 9.4655153921e-01 9.0412543187e-01 2.0990370755e-01 3.3984319031e-01 
1.5908582096e+01 3.5538253592e-01 3.2156253268e-01 2.0990370763e-01 3.3984319031e-01 
1.5928318937e+01 2.2789969323e-01 2.1529288049e-01 2.0990370765e-01 3.3984319031e-01 
1.5948055779e+01 2.1350117922e-01 2.1086068147e-01 2.0990370766e-01 3.3984319031e-01 
1.5967792620e+01 2.1169775876e-01 2.1175956164e-01 2.0990370766e-01 3.3984319031e-01 
1.5971740000e+01 2.1162831410e-01 2.1182803956e-01 2.0990370766e-01 3.3984319031e-01 
1.6052340000e+01 2.1162831410e-01 2.1182803956e-01 2.0990370766e-01 3.3984319031e-01 
1.6069445263e+01 2.1162831698e-01 2.1182804241e-01 2.0990371050e-01 3.3984319484e-01 
1.6086550526e+01 2.1162838028e-01 2.1182810528e-01 2.0990377303e-01 3.3984329385e-01 
1.6103655788e+01 2.1162891367e-01 2.1182863563e-01 2.0990430029e-01 3.3984412465e-01 
1.6120761051e+01 2.1162716093e-01 2.1182687672e-01 2.0990255955e-01 3.3984131619e-01 
1.6137866314e+01 2.1162320813e-01 2.1182291990e-01 2.0989863881e-01 3.3983499315e-01 
1.6154971576e+01 2.1162116403e-01 2.1182087076e-01 2.0989660978e-01 3.3983173107e-01 
1.6172076839e+01 2.1162165499e-01 2.1182135781e-01 2.0989709452e-01 3.3983249392e-01 
1.6189182102e+01 2.1162176619e-01 2.1182146574e-01 2.0989720310e-01 3.3983266990e-01 
1.6206287365e+01 2.1162218272e-01 2.1182187251e-01 2.0989761110e-01 3.3983332498e-01 
1.6223392627e+01 2.1162157465e-01 2.1182126143e-01 2.0989700674e-01 3.3983235572e-01 
1.6240497890e+01 2.1161977083e-01 2.1181946006e-01 2.0989521970e-01 3.3982948767e-01 
1.6257603153e+01 2.1161967020e-01 2.1181936296e-01 2.0989512172e-01 3.3982931027e-01 
1.6274708416e+01 2.1161985544e-01 2.1181954851e-01 2.0989530551e-01 3.3982959686e-01 
1.6291813678e+01 2.1161987571e-01 2.1181956876e-01 2.0989532560e-01 3.3982962832e-01 
1.6302340000e+01 2.1161987721e-01 2.1181957026e-01 2.0989532709e-01 3.3982963065e-01 
1.6357540000e+01 2.1161987721e-01 2.1181957026e-01 2.0989532709e-01 3.3982963065e-01 
1.6527352000e+01 2.1161987721e-01 2.1181957026e-01 2.0989532709e-01 3.3982963065e-01 
1.6623008000e+01 2.1161987721e-01 2.1181957026e-01 2.0989532709e-01 3.3982963065e-01 
1.6668008000e+01 2.1161987721e-01 2.1181957026e-01 2.0989532709e-01 3.3982963065e-01 
1.6713008000e+01 2.1161987721e-01 2.1181957026e-01 2.0989532709e-01 3.3982963065e-01 
1.6798008000e+01 2.1161987721e-01 2.1181957026e-01 2.0989532709e-01 3.3982963065e-01 
1.6873008000e+01 2.1161987721e-01 2.1181957026e-01 2.0989532709e-01 3.3982963065e-01 
1.7073008000e+01 2.1161987721e-01 2.1181957026e-01 2.0989532709e-01 3.3982963065e-01 
1.7108008000e+01 2.1161987721e-01 2.1181957026e-01 2.0989532709e-01 3.3982963065e-01 
1.7224508000e+01 2.1161987721e-01 2.1181957026e-01 2.0989532709e-01 3.3982963065e-01 
1.7224508000e+01 2.1161987721e-01 2.1181957026e-01 2.0989532709e-01 3.3982963065e-01 
1.7224508000e+01 2.1161987721e-01 2.1181957026e-01 2.0989532709e-01 3.3982963065e-01 
1.7239508000e+01 2.1161987721e-01 2.1181957026e-01 2.0989532709e-01 3.3982963065e-01 
1.7299508000e+01 2.1161987721e-01 2.1181957026e-01 2.0989532709e-01 3.3982963065e-01 
